course_number,course_contact,course_credits,course_description,course_hours,course_name,course_url,course_area
ENGR3310,"Storey, Brian",4 ENGR,"This course introduces the basic physics and applications of the transport of heat, mass, and momentum. Topics in fluid dynamics include kinematics, conservation laws, dynamic similarity, and laminar flow solutions. Topics in heat and mass transfer include internal and external convection, free convection, boiling and condensation, and the analogy between heat and mass transport.  Applications in aerodynamics, geophysical flows, manufacturing processes, and biological systems will be discussed.",4-0-8,Transport Phenomena,http://www.olin.edu/course-listing/engr3310-transport-phenomena/,ENGR
ENGR3330,"Barrett, David",4 ENGR,"This course integrates basic mechanical sciences for application to machine design. Topics include stress, strain, deflection, stiffness, and failure of mechanical components including springs, bearings, gears, shafts and axles; steady and time-dependent loading; mechanical fastening and joining; and power transmission. Techniques for quantitative analysis and design optimization are introduced. The material of this course significantly draws and builds upon the concepts presented in ENGR 2320.  Students will carry out a major design project.",4-0-8,Mechanical Design,http://www.olin.edu/course-listing/engr3330-mechanical-design/,ENGR
ENGR3340,"Lee, Christopher",4 ENGR,"Fundamental techniques for the analysis of the dynamic behavior of mechanical and aerospace structures are studied through case projects that involve both computational analysis and experimental measurements. Topics will be selected from areas such as vibration analysis, flexible body dynamics, aerodynamics, and aero-elasticity. Projects may include the design and construction of vibration absorbers or energy harvesting systems, the dynamics and stability of aerospace vehicles, lift and drag of airfoils, or flutter instability of elastic structures.",4-0-8,Dynamics of Mechanical and Aerospace Structures,http://www.olin.edu/course-listing/engr3340-dynamics-mechanical-and-aerospace-structures/,ENGR
ENGR3345,"Lee, Christopher",4 ENGR,"A student team will work in the manner of a small engineering research and development company to develop a mechanical or aerospace system to address a current market need. A comprehensive system design will be developed based upon quantitative analysis using commercial simulation software. Prototype systems will be fabricated, evaluated and refined to meet requirements, specifications, and performance objectives.",4-0-8,Mechanical and Aerospace Systems,http://www.olin.edu/course-listing/engr3345-mechanical-and-aerospace-systems/,ENGR
ENGR3370,"Mur-Miranda, Jose Oscar",4 ENGR,"This course explores the techniques for changing the dynamics of a system using feedback control.  The first portion of the course covers methods for analyzing the open-loop dynamics of generic systems in the frequency-domain (transfer functions) and time-domain (state-space equations). Then we will develop feedback techniques for shaping the system response. Students completing this course will have the analytical tools for controller design (both classical and modern) as well as a fundamental understanding of the concepts behind feedback control (stability, performance, controllability, observability, etc.). Students will have ample opportunity to experiment with control design by implementing their own designs in analog and digital hardware. Examples from field robotics, aircraft, and intelligent-structures will be used for both in-class and hands-on demonstrations.",4-0-8,Controls,http://www.olin.edu/course-listing/engr3370-controls/,ENGR
ENGR3390,"Barrett, David",4 ENGR,"This course encompasses the fundamentals of perception, sensors, computer vision, navigation, localization, actuation, manipulation, mobility (e.g., walk, swim, roll, crawl, fly), and intelligence (e.g., control, planning, and mission execution). The course is built around the review and discussion of seminal technical papers in the robotics field with guest lecturers both from various Olin faculty and from external leaders in the robotics community. There is a significant project component to help solidify key concepts.",4-0-8,Fundamentals of Robotics,http://www.olin.edu/course-listing/engr3390-fundamentals-robotics/,ENGR
ENGR3392,"Bennett, Andrew",4 ENGR,"This course combines the components of Fundamentals of Robotics (sensing, cognition and actuation) into the testing and deployment of fully-working interdisciplinary robotic systems. There is a significant lab-based component in which teams of students compete in several main industrial robotics areas to optimize mission performance under real world time constraints.  
Previous projects include: the design of a robot arm and vision system that plays checkers against human opponents; the design of closed-loop-controlled unmanned ground vehicles to autonomously circumnavigate the Olin Oval, and the design of an intelligent assembly system for autonomous processing of multi-well bio-assay trays.",4-0-8,Robotics Systems Integration,http://www.olin.edu/course-listing/engr3392-robotics-systems-integration/,ENGR
ENGR3399,Staff,Variable Credits ENGR,"Special Topics in Mechanical Engineering classes (ENGR X399) typically cover a specific topic in Mechanical Engineering and are intended to enhance and expand the selection of offerings from semester to semester.



Additional Information

SP16: Bicycle Dynamics; 4 credits (Storey)
The first bicycles appeared nearly two centuries ago and there are about 1 billion bicycles in the world today. Since their appearance, bicycles have been studied by a number of well-known scientists and mathematicians. Despite their long history, the dynamics of the bicycle are still studied and the mechanisms for stability are continually debated. In this course we will begin to explore the complexity of vehicle dynamics through deep exploration of the bicycle. We will use a mixture of analysis, simulation and experimentation to attempt to understand bicycle dynamics. For the analysis component of the course we will study many original papers on the topic. The experimental aspect of the course will involve building and riding bicycles of different designs. Students in this course should have pre-requisites of Linearity I and either Dynamics or Physics: Mechanics.",,Special Topics in Mechanical Engineering,http://www.olin.edu/course-listing/engr3399-special-topics-mechanical-engineering/,ENGR
ENGR3410,"Hill, Benjamin Thomas",4 ENGR,"This course introduces a broad range of computation structures used in computation, from logic gates to specialized (e.g. DSP, cellular automata) as well as general purpose architectures. Design techniques for quantitatively optimizing performance are also taught. Students build a computer from the ground up.",4-4-4,Computer Architecture,http://www.olin.edu/course-listing/engr3410-computer-architecture/,ENGR
ENGR3415,"Dabby, Diana",4 ENGR,"Signal processing - the modeling, transformation, and manipulation of signals and their content - underpins virtually all facets of our daily lives due to the coupling of computing and communications in consumer, industrial, and public sector applications. Discrete-time signals, obtained through the sampling of continuous-time signals, and their frequency domain equivalents, can undergo transformation via systems, e.g., finite-duration impulse response (FIR) and infinite-impulse response (IIR) filters. Digital filter design and analysis conjoins such topics as difference equations, the z-transform, stability, frequency response, the discrete Fourier transform, FFT algorithms, windowing, practical implementation structures, A/D and D/A conversion techniques. After researching signal processing applications during the first part of the course, students initiate and realize individual DSP projects by end-of-term.",4-0-8,Digital Signal Processing,http://www.olin.edu/course-listing/engr3415-digital-signal-processing/,ENGR
ENGR3420,"Govindasamy, Siddhartan",4 ENGR,"This course teaches students design techniques for analog and digital communications, including elementary coding and information theory. Topics also include modulation schemes, data compression, error detection and correction, encryption, transmitter and receiver design, and routing protocols. Students build an operative communications link over an unreliable channel.",4-4-4,Introduction to Analog and Digital Communication,http://www.olin.edu/course-listing/engr3420-introduction-analog-and-digital-communication/,ENGR
ENGR3426,"Minch, Bradley",4 ENGR,"This course will provide an overview of mixed-signal (analog and digital) integrated circuit design in modern complementary metal-oxide (CMOS) technologies. Students will learn transistor-level design of digital and analog circuits, layout techniques for digital and analog circuit modules, and special physical considerations that arise in a mixed-signal integrated circuit. Students will design a custom mixed-signal integrated circuit that will be sent out for fabrication at the end of the semester if they enroll in MADVLSI II (ENGR3427).",4-4-4,Mixed Analog-Digital VLSI I,http://www.olin.edu/course-listing/engr3426-mixed-analog-digital-vlsi-i/,ENGR
ENGR3427,"Minch, Bradley",4 ENGR,"This course will provide an overview of mixed signal testing methodologies, exposure to more advanced integrated circuit topics, and an opportunity to test the custom chips designed in MADVLSI I through the design and fabrication of a custom printed circuit board (PCB) featuring their own integrated circuit. Students will participate in collaborative teaching of some advanced topics in a seminar-style format.",4-4-4,Mixed Analog-Digital VLSI II,http://www.olin.edu/course-listing/engr3427-mixed-analog-digital-vlsi-ii/,ENGR
ENGR3430,,4 ENGR,"Through a series of projects, we will learn to design, build, and debug electronic prototype systems. We will cover multiple aspects of the prototyping process, including circuit and system design, soldering, deadbugging, troubleshooting, component selection, schematic capture, printed-circuit board (PCB) layout, PCB fabrication, PCB assembly, and thermal analysis. We will discuss the tradeoffs among ""faster, better, cheaper"", and explore examples in the realms of analog, digital, RF, and power. In addition to hands-on reverse engineering and fabrication experience, students will learn technical communication through design documentation. This course is approved for use as an advanced ECE elective.",3-3-6,EE Prototyping,http://www.olin.edu/course-listing/engr3430-ee-prototyping/,ENGR
ENGR3440,"Govindasamy, Siddhartan",4 ENGR,"Through a series of project based exercises and a final project using a combination of computer simulations and software defined radios, students will learn about and implement modern wireless communications systems. The project based exercises will culminate in an assignment where students design and implement an Orthogonal Frequency Division Multiplexing (OFDM) system, which is the modulation scheme used in many modern wireless communications systems such as WiFi and LTE. The final third of the course will be devoted to a project where students work in small teams to design and implement a wireless communications system of their own choosing.
Topics covered in the course include wireless channel modelling and characterization, synchronization, multi-antenna techniques, multiple access and OFDM.",,Principles of Wireless Communication,http://www.olin.edu/course-listing/engr3440-principles-wireless-communication/,ENGR
ENGR3450,,4 ENGR,"Introduction to semiconductor device fabrication, operation, and design. Emphasis on diodes and transistors, with some exploration of speculative technologies. Students will conduct a project of their own choosing involving either device characterization or device simulation using modern tools.",4-4-4,Semiconductor Devices,http://www.olin.edu/course-listing/engr3450-semiconductor-devices/,ENGR
ENGR3499,Staff,Variable Credits ENGR,Special Topics in Electrical and Computer Engineering classes (ENGR X499) typically cover a specific topic in Electrical and Computer Engineering and are intended to enhance and expand the selection of offerings from semester to semester.,,Special Topics in Electrical & Computer Engineering,http://www.olin.edu/course-listing/engr3499-special-topics-electrical-computer-engineering/,ENGR
ENGR3520,"Steele, Oliver; Stein, Lynn, Pucella, Riccardo",4 ENGR,"This course uses applications as vehicles for exploring the formal analytic toolkit of the computer scientist as well as aspects of algorithmic computing and intelligent software design. The course combines elements of automata theory, data structures and algorithms, programming languages, artificial intelligence, information management, and internet programming.",4-0-8,Foundations of Computer Science,http://www.olin.edu/course-listing/engr3520-foundations-computer-science/,ENGR
ENGR3525,"Downey, Allen",4 ENGR,"An introduction to the design and implementation of system-level software, including operating systems, networks, and databases. Topics include processes and threads, memory and storage management, networking and inter-process communication, scheduling and synchronization.",4-4-4,Software Systems,http://www.olin.edu/course-listing/engr3525-software-systems/,ENGR
ENGR3530,"Downey, Allen",2 ENGR,"When multiple programs run at the same time, they can interact in complex ways, yielding unpredictable behavior at best and impenetrable bugs at worst. Synchronization is the process of imposing timing constraints in order to guarantee the correct execution of programs. This class presents a series of synchronization ""puzzles"" and gradually develops a set of tools for dealing with even the hairiest synchronization problems.",2-2-2,Synchronization,http://www.olin.edu/course-listing/engr3530-synchronization/,ENGR
ENGR3531,"Downey, Allen",2 ENGR,"This course may be used to satisfy the Probability and Statistics requirement.
Data Science lies at the intersection of statistics, machine learning, database design, and data visualization. The goal of this class is to prepare students to work on data science projects that involve collecting data or finding data sources, exploratory data analysis and interactive visualization, statistical analysis and machine learning, predictive analytics, model selection, and validation. Class work includes a substantial project on a real world application of the students' choice; projects might involve work with a social change organization like those on DataKind, or participating in a competition like those on Kaggle.",,Data Science,http://www.olin.edu/course-listing/engr3531-data-science/,ENGR
ENGR3540,"Downey, Allen",4 ENGR,"The availability of cheap computation has created a new way of understanding the world. Along with experiment and theory, computational modeling provides new tools for analysis, explanation and prediction. This class looks at the history of this revolution and the technology that underlies it. We will survey a range of literature, from the skeptical to the exuberant, and make a critical evaluation of this putative paradigm shift. Students will learn the skills of computational modeling, with an emphasis on discrete and stochastic models, and apply them to problems in a range of fields including engineering and the natural and social sciences. Basic programming ability, in any language, is a prerequisite.",4-0-8,Computational Modeling,http://www.olin.edu/course-listing/engr3540-computational-modeling/,ENGR
ENGR3590,"Ruvolo, Paul",4 ENGR,"This course will provide a computationally-focused introduction to the field of robotics. Students will learn how to both select and design algorithms for solving interesting problems in robotic perception and control. Additionally, students will learn to successfully balance tradeoffs between accuracy of an algorithm and its computational efficiency in both space and time. The course will move from structured labs to more open-ended projects as the semester progresses. Specific content areas that the course may address are: computer vision, machine learning, reinforcement learning, path planning, mapping and localization.",,A Computational Introduction to Robotics,http://www.olin.edu/course-listing/engr3590-computational-introduction-robotics/,ENGR
ENGR3599,"Downey, Allen",Variable Credits ENGR,"Special Topics in Computing classes (ENGR X599) typically cover a specific topic in Computing and are intended to enhance and expand the selection of offerings from semester to semester.



Additional Information

FA16:  Complexity Science; 4 credits (Downey, Woodard)
“The study of complex systems represents a new approach to science that investigates how relationships between parts give rise to the collective behaviors of a system and how the system interacts and forms relationships with its environment.” [Wikipedia]
This class is about complexity science, data structures and algorithms in Python, and the philosophy of science:
Complexity science is an interdisciplinary field—at the intersection of mathematics, computer science and other disciplines such as physics and economics—that focuses on models of systems with many components, local interactions, and complex behavior. These models are often characterized by structure, rules and transitions rather than by equations.
Data structures and algorithms in Python: This class picks up where Software Design leaves off, introducing additional data structures, algorithms, language features, design patterns, and software engineering tools that are appropriate for modeling, simulating and analyzing complex systems.
Philosophy of science: The models and results in this class raise a number of questions relevant to the philosophy of science—including the nature of scientific laws, theory choice, realism and instrumentalism, holism and reductionism—which we will discuss as they arise, along with related readings.
Topics may include the structure and dynamics of complex networks; cellular automata, self-organized criticality, and generative systems; fitness landscape models of biological and technological evolution; and agent-based models of social and economic behavior.
FA16:  ENGR3599A:  Programming Languages; 4 credits (Pucella)
This course is an introduction to the theory, design, and implementation of programming languages. Topics covered may include: semantics of programming languages, types, higher-order functions and lambda calculus, objects, laziness, continuations, monads, objects, and concurrency. Class work revolves around the implementation of interpreters for a variety of small programming languages.
 
SP16:  Computer Networks; 4 credits (Morrow)
Computer networks have made fundamental global changes in how we live. ENGR 3599 is a project­oriented class whose goal is to have students understand how computer networks are built. In this course, students learn basic networking by themselves implementing a version of the Internet. In the first part of the course students use the Python programming language to implement network protocols on Raspberry pi computers. Each protocol the students implement corresponds to a layer of the standard OSI network model. The goal is to keep each layer simple and easy to understand. By implementing the layers of the OSI model, students come to understand the functions of each protocol layer and the rationale for a layered model. Students will present the final network for an audience of interested students, faculty and staff. For the second part of the course, students choose an application or area of networking that they would like to investigate and present to the class and interested faculty and staff.
 
FA15:  Visualizing Data; 4 credits (Pucella)
 Interactive data visualization sits at the intersection of graphic design and programming: the ideal visualization needs to be easy to understand and aesthetically pleasing, but also interactively navigable, permit different views of the data, and be responsive no matter the amount of data being displayed. The course will focus on the technological aspects of data visualization, from databases and data structures and algorithms to process data, to technologies for interactive visualization such as Javascript/D3.  Course work will be project-driven, based on existing available large data sets. By the end of the course, we should be able to construct visualizations such as http://fivethirtyeight.com/interactives/world-cup/  or  http://ri.id.au/closethegap.
 
SP15:  Computer Networks; 4 credits (Morrow)
Computer Networks is a laboratory class in the design and implementation of … computer networks. This Spring 2015 class is the fourth iteration of an Olin educational research project originally sponsored by Juniper Networks.  The goal of this iteration is to teach computer networking as an Olin lab- and project-based class.  Students will implement computer networks on Raspberry pi B+ computers using the Python programming language.  This is a good way to discover that computer networks are more computer than network. The postal service, telegraphs and telephones were all networks.  Each had its own physical plants. Gmail, Twitter and Skype are versions of the postal service, the telegraph and the telephone. However, they are all just application programs sharing the same physical network of bridges, routers, gateways and services.   The class will first create teams of three or four which will develop their own internet.  Each team will begin from the bottom of the stack by creating their own physical layer; they will then create their own data link layer and from both of those, their own local area networks.  Teams will then work from the stop of the stack down, each creating a UDP application on the standard Python/Linux socket interface.  Finally, the teams will get together to create a common network layer and routers – an internet.  The teams will then study the actual TCP/IP stack by creating TCP applications on the standard Python/Linux socket interface.  They will then study basic network cryptography and implement simple symmetric and asymmetric cyphers in Python.  The final part of the class will be dedicated to student networking projects.
 
FA14:  Computational Signal Processing; 2 credits (Downey)
This is an introduction to digital signal processing, primarily sound and images, taking a computational approach.  We will use a new textbook, Think DSP, which I am working on now.  The current draft is at think-dsp.com.  Students will work on exercises from the book, help develop new material, and work on case studies that might be included in the published version of the book.  Some projects might involve basic circuit design and Arduino programming.  I expect that this class will serve as a good prelude to Signals and Systems.  In its current form, it is not a substitute for DSP in the ECE major requirements.  
FA14:  A Computational Introduction to Robotics; 4 credits (Ruvolo)
This course will provide a computationally-focused introduction to the field of robotics. Students will learn how to both select and design algorithms for solving interesting problems in robotic perception and control. Additionally, students will learn to successfully balance tradeoffs between accuracy of an algorithm and its computational efficiency in both space and time. The course will move from structured labs to more open-ended projects as the semester progresses. Specific content areas that the course may address are: computer vision, machine learning, reinforcement learning, path planning, mapping and localization.
FA14:  Game Programming; 4 credits (Pucella)
 Through a series of projects, we will learn to design and develop computer games in a variety of genres--strategy, puzzle, arcade, adventure--for individual play, adversarial play, and team play. Games may be implemented from scratch or via existing frameworks, where appropriate. In the process, we will learn about and tackle problems in computer graphics, algorithms, programming languages, artificial intelligence, simulation, distributed computing, and security.",,Special Topics in Computing,http://www.olin.edu/course-listing/engr3599-special-topics-computing/,ENGR
ENGR3600,"Sarang-Sieminski, Alisha",4 ENGR,"Broadly, bioengineering can be defined as the application of engineering concepts and methods to the solution and study of biological and medical problems. Using a case study approach, this course aims to provide students with a broad understanding of the types of problems bioengineers explore as well as the engineering and biological methods they employ. We will approach topics through seminar-style discussion of current primary articles from the literature. Topics to be covered include tissue engineering, use of microfluidic devices for diagnostics, imaging disease states, and prosthetic limbs. In order to explore a topic of particular interest in more depth, students will also write and orally present a research paper on a topic of their choice.",4-0-8,Topics in Bioengineering,http://www.olin.edu/course-listing/engr3600-topics-bioengineering/,ENGR
ENGR3610,"Chachra, Debra",4 ENGR,"The body is a harsh environment for synthetic materials; not only is it warm, wet, and salty, but there are enzymes and cells whose function is to identify and destroy anything foreign. Conversely, implanted materials can provoke unexpected responses from biological systems. This course is an overview of biological interactions with materials, with a special emphasis on the role of the in vivo milieu on failure in medical devices. Topics will include coagulation, inflammation, and immune responses to materials, cell-surface interactions, and the mechanical interactions of materials and tissue, together with emerging fields such as drug delivery and neuron-silicon interfaces. Readings will be drawn primarily from the current literature.",4-0-8,Biomedical Materials,http://www.olin.edu/course-listing/engr3610-biomedical-materials/,ENGR
ENGR3620,"Sarang-Sieminski, Alisha",4 ENGR,"This course aims to give students an appreciation of the power of using quantitative approaches to increasing our understanding of biological phenomena. Receptor-ligand binding will be considered and compared to experimental data to discuss mechanisms in cell signaling studies. Basic binding models will be expanded to consider the effect of forces in situations such as white blood cells rolling, detaching, and adhering during surveillance of blood vessels. We will consider the effects of forces from the molecular to the whole cell level. How do cells exert force? And how can we measure those forces? How do the properties of the substrates cells attach to affect their behaviors?  How can we translate observations made in the 2D environment to the 3D environment? And how are these similar and different? These concepts will be explored to study the effect of forces in cellular processes such as migration, traction generation, differentiation, signaling and gene expression.",4-0-8,Cellular Bioengineering,http://www.olin.edu/course-listing/engr3620-cellular-bioengineering/,ENGR
ENGR3630,"Zastavker, Yevgeniya",4 ENGR,"Transport phenomena play a vital role in numerous biological processes. For example, the blood flow patterns arising from the particular geometry of branching blood vessels are thought to drive the formation of atherosclerotic plaques. Mass transport plays a role in events such as tissue differentiation during development, oxygenation of blood in the lungs, and glomerular filtration in the kidneys. The entire field of drug delivery has been driven and advanced by understanding transport of pharmacological agents within biomaterials and tissues. Further, combination of fluid and mass transport allow us to understand flow through porous media which is critical for understanding problems such as delivery of chemotherapeutics and tumor metastasis. The roles of transport in understanding and treating cancer will be a theme throughout this course. We will study and analyze mathematical models of these key biological problems using both analytical and computational tools. Through a series of readings and projects, this course will combine engineering fundamentals of mass, energy, and momentum conservation with modeling approaches to enhance exploration and understanding of fluid and mass transport within the body. This course will be of value to students interested in biology, mathematical modeling, and bioengineering.",4-0-8,Transport in Biological Systems,http://www.olin.edu/course-listing/engr3630-transport-biological-systems/,ENGR
ENGR3640,"Sarang-Sieminski, Alisha",4 ENGR,"Tissue engineering is often defined as growing or regenerating tissues. To grow engineered tissues requires an understanding of the cell and tissue biology as well as understanding of how culture conditions (transport of oxygen and biochemical factors, application of mechanical forces, etc.) affect the growing tissues. This course will begin with an overview of developmental biology and the types of biochemical and biophysical cues cells receive and respond to during development that direct them to form specific tissues, followed by an overview of the larger field of tissue engineering. We will discuss cell source, the use of natural or synthetic biomaterials, development of bioreactors, the use of biochemical supplements, as well as motivations and applications of engineered tissues from replacement of damaged tissues to models of tissue function. The bulk of this course will be dedicated to the design, implementation, and analysis of experiments to grow engineered tissues. This will be an intensive lab-based course in which groups of students will choose the particular aspect of tissue engineering (e.g. scaffold choice, biochemical culture conditions, mechanical stimulation, functional readouts) they would like to pursue and perform their own experiments and analysis (e.g. biochemical, mechanical, histological). Some lab experience required.",4-4-4,Tissue Engineering,http://www.olin.edu/course-listing/engr3640-tissue-engineering/,ENGR
ENGR3650,"Zastavker, Yevgeniya",4 ENGR,"The beauty and depth of this subject cannot be described better than with the words of one of the greatest physicists of the 20th century, Arnold Sommerfeld, ''Thermodynamics is a funny subject. The first time you go through it, you don't understand it at all. The second time you go through it, you think you understand it, except for one or two points. The third time you go through it, you know you don't understand it, but by that time you are so used to the subject, it doesn't bother you anymore''. In this course we will venture into the depths of thermodynamics and statistical mechanics, while concentrating on applications of the abstract concepts to biological, biochemical, and biophysical phenomena and drawing from contemporary bioengineering problems. This course provides an introduction to the study of energy transformations in biological systems as well as thermodynamics and kinetics of structure formation and association of biomolecules. Topics covered include energy and its transformation, the First and Second Law of Thermodynamics, Gibbs Free Energy, statistical thermodynamics, binding equilibria and reaction kinetics, and a survey of other interesting areas of biological thermodynamics, particularly the origin of life on Earth. Topics have relevance to numerous pertinent biological/bioengineering applications including diseases based on phase transitions (e.g., cataract of the eye, Alzheimer's disease, etc.), oxygenation of hemoglobin; protein folding, aggregation, and binding; assembly of everything from the phospholipids bilayer to biomaterials; the macroscopic mechanical properties of biomaterials and even cells; creation and operation of devices at the nano- and micro-scales; understanding the basis of mass transport; osmotic pressure relevant to cells and microvascular filtration; receptor-ligand binding; the melting and annealing of DNA. The concepts employed in this course have relevance to students interested in many disciplines, including Bioengineering, Materials Science, Biology and Chemistry. 
This course is cross-listed as SCI 3250.",4-0-8,Biological Thermodynamics,http://www.olin.edu/course-listing/engr3650-biological-thermodynamics/,ENGR
ENGR3699,Staff,Variable Credits ENGR,Special Topics in Bioengineering classes (ENGR X699) typically cover a specific topic in Bioengineering and are intended to enhance and expand the selection of offerings from semester to semester.,,Special Topics in Bioengineering,http://www.olin.edu/course-listing/engr3699-special-topics-bioengineering/,ENGR
ENGR3710,"Bennett, Andrew",4 ENGR,"This course introduces students to the art and science of interdisciplinary design. Students analyze the process used to develop example products that required expertise in many areas and creativity and trade-off consideration amongst all. Students learn about overarching principles that enable creators of broad interdisciplinary systems to succeed. Students will also work in teams and take on roles as design specialists in a variety of fields. Each team is given the task to design in detail a hypothetical product that can succeed only if interdisciplinary creativity is fostered and tradeoffs are made by every team member, as well as the group as a whole.",4-0-8,Systems,http://www.olin.edu/course-listing/engr3710-systems/,ENGR
ENGR3810,"Chachra, Debra",4 ENGR,"How is a blood vessel like a garden hose? Why are seashells strong (and beautiful) even though they are made of chalk? How can your opaque white tendons be made of the same material as your transparent corneas? This course focuses on the materials science of natural tissues, primarily ones that fill structural roles, including bone, teeth, tendon, nacre, and wood, with an emphasis on how they are similar and different to 'engineering' materials. Additional material may include scaffolds for tissue engineering, biomimetic materials and mechanical properties of individual cells.",4-4-4,Structural Biomaterials,http://www.olin.edu/course-listing/engr3810-structural-biomaterials/,ENGR
ENGR3812,"Christianson, Rebecca",4 ENGR,"Why do metals conduct heat well while insulators do not? Why is silicon a better semiconductor than diamond, even though they have the same structure? Why is lead a good superconductor at low temperature, while copper is not? We will explore the current understanding of insulators, metals, semiconductors and superconductors through some of the basic tools of solid state physics, and will learn how to apply these tools to the novel materials being developed today.  This course is cross-listed as SCI 3120.",4-0-8,Solid State Physics,http://www.olin.edu/course-listing/engr3812-solid-state-physics/,ENGR
ENGR3820,"Stolk, Jonathan",4 ENGR,"Students will complete projects and case studies to gain practical experience in the analysis of fractured and failed engineering materials and components. The course focus will be on material microstructure and the micromechanisms of fracture, and topics will include failure analysis methodology, mechanisms of failure, fracture classifications, corrosion and environmental factors, fractography, and design for failure prevention. Students will learn advanced materials characterization techniques including scanning electron microscopy (SEM), energy dispersive spectroscopy (EDS) and compositional dot mapping, x-ray diffraction (XRD), Fourier transform infrared spectroscopy (FTIR), optical microscopy, and fracture surface sample preparation.",4-4-4,Failure Analysis and Prevention,http://www.olin.edu/course-listing/engr3820-failure-analysis-and-prevention/,ENGR
ENGR3899,Staff,Variable Credits ENGR,Special Topics in Engineering classes (ENGR X899) typically cover a specific topic in Materials Science Engineering and are intended to enhance and expand the selection of offerings from semester to semester.,,Special Topics in Materials Science,http://www.olin.edu/course-listing/engr3899-special-topics-materials-science/,ENGR
ENGR4190,"Sarang-Sieminski, Alisha",4 ENGR,"SCOPE is one of the two Engineering Capstone requirements for all Olin students. It incorporates formal, team-based, year-long engineering projects done in conjunction with 10 to 14 external companies. Each project will be executed by a single student team, supported by a dedicated faculty member, in partnership with one of these companies. Each student team will have between four and six members from the senior class. Students may conduct advanced research, perform market analysis, develop experimental prototypes, design new products or redesign existing products in the execution of this project.
As SCOPE is an 8 credit, year-long, fall/spring offering, a single grade will be given upon completion of 8 credits of SCOPE. After completion of the fall semester, a TBG grade will appear upon a students transcript until a grade is assigned at the end of the spring. The single grade assigned will appear in both the fall and the spring on transcripts. Students not completing a second semester of SCOPE will receive a grade for the fall and will therefore not satisfy the requirement of engineering capstone with the SCOPE program. Note that students not performing adequate work in the fall semester will receive an end-of-semester notice of concern (see the Grading at Olin section of the Olin College Catalog for more information).
Note: Cross-registered and Exchange students must obtain permission from the SCOPE Director to enroll.",,SCOPE: Senior Capstone Program in Engineering,http://www.olin.edu/course-listing/engr4190-scope-senior-capstone-program-engineering/,ENGR
ENGR4199,,4 ENGR,Special Topics in Engineering classes (ENGR X199) typically cover a specific topic in Engineering and are intended to enhance and expand the selection of offerings from semester to semester.,,Alternative Capstone in Engineering,http://www.olin.edu/course-listing/engr4199-alternative-capstone-engineering/,ENGR
ENGR4290,"Linder, Benjamin",4 ENGR,"Students gain experience innovating to address social challenges through a design and entrepreneurship approach that emphasizes context, collaboration, and sustainability. The focus is on alleviating poverty by deploying innovations in communities that generate income and meet daily human needs in areas like energy, water, health, agriculture, transportation, and communication. For example, students might create and test the technology for a micro energy utility, such as a concentrated-solar battery charging station, and the business model that makes it viable.
The course is run as a firm where students work in teams with community partners nationally and internationally to co-create and launch new products and ventures. Topics covered include the conditions and causes of poverty, approaches to poverty alleviation, cultural awareness and community engagement, affordable design principles and practices, and social venture models and strategies including financing and scaling. Groups of students travel to partner sites in countries like India, Morocco, Ghana and the U.S. to build relationships, gain contextual awareness, and implement projects.
This course is part of the ADE Program that also includes placement assistance to help students find internship and job opportunities in social enterprise. ADE is offered jointly with Babson College where students enroll in EPS 4515. Olin students can elect ADE as an alternative to the SCOPE Program to fulfill the Capstone requirement by registering for ENGR 4290 for two consecutive semesters beginning in the second semester of their junior year or the first semester of their senior year. They cannot change programs once they have completed registration. Alternatively, students can take this course for one semester to fulfill the Design Depth requirement by registering for ENGR 3290. Students that take ENGR 3290 can switch to ENGR 4290 for Capstone credit.",2-2-8,Affordable Design and Entrepreneurship,http://www.olin.edu/course-listing/engr4290-affordable-design-and-entrepreneurship/,ENGR
MTH1111,"Somerville, Mark",2 MTH,"This course provides an introduction to mathematical modeling and computer simulation of physical systems. Working with a broad range of examples, students practice the steps involved in modeling and analyzing a physical system, learn the role of models in explaining and predicting the behavior of the physical world, and develop skills with the programming and computational tools necessary for simulation. Students work in a studio environment on increasingly open-ended projects, and learn how to present their results, with an emphasis on visual and oral communication.  (This course is taken with SCI1111.)",3-0-3,Modeling and Simulation of the Physical World,http://www.olin.edu/course-listing/mth1111-modeling-and-simulation-the-physical-world/,MTH
MTH2110,"Adams, Sarah Spence",4 MTH,"Topics for this course include combinatorics, number theory, graph theory, an emphasis on creative problem solving, and the ability to read and write rigorous proofs.",4-0-8,Discrete Math,http://www.olin.edu/course-listing/mth2110-discrete-math/,MTH
MTH2130,,2 MTH,"An introduction to probability and statistics, with applications to science, engineering, and social science. Topics include discrete and continuous probability distributions; moments; conditional probability; Bayes' Rule; point and interval estimation; hypothesis testing.",2-0-4,Probability and Statistics,http://www.olin.edu/course-listing/mth2130-probability-and-statistics/,MTH
MTH2131,"Downey, Allen",2 MTH,"This course may be used to satisfy the Probability and Statistics requirement.
Data Science lies at the intersection of statistics, machine learning, database design, and data visualization. The goal of this class is to prepare students to work on data science projects that involve collecting data or finding data sources, exploratory data analysis and interactive visualization, statistical analysis and machine learning, predictive analytics, model selection, and validation. Class work includes a substantial project on a real world application of the students' choice; projects might involve work with a social change organization like those on DataKind, or participating in a competition like those on Kaggle.",,Data Science,http://www.olin.edu/course-listing/mth2131-data-science/,MTH
